410,430,450,470,490,510,530,550,570,590,610,630,650,670,690,710,730
0.0299683258,0.0328942773,0.0387547322,0.0453881481,0.0485903418,0.0477582961,0.0507765795,0.0558288172,0.0553975823,0.036268332,0.0209444655,0.017435878,0.014776665,0.0115514432,0.0086887549,0.0043809506,0.001704434
0.0308845854,0.0348452131,0.0369416406,0.0435951548,0.0493390609,0.0535649595,0.0564963114,0.0588624305,0.0595238849,0.039156785,0.0204050816,0.0177027834,0.0153850066,0.0125246309,0.0094385502,0.0045275797,0.0017033689
0.0311981922,0.0380563583,0.0422093262,0.0477118754,0.0520653476,0.0504693328,0.0532340755,0.0505024823,0.0522087896,0.0326292729,0.0186877665,0.0158265561,0.0135914976,0.010406873,0.0085465778,0.0044461392,0.0017015933
0.0315828124,0.0389568651,0.0424019996,0.0516045976,0.0589196854,0.0578694798,0.0601343897,0.0590180741,0.0556179194,0.0395013733,0.0221569513,0.0182574105,0.0141231405,0.0103112612,0.0083178424,0.0043238202,0.0017006172
0.0318545868,0.0374688326,0.0440706974,0.0540717649,0.0595203166,0.0562055648,0.0597329847,0.0557794342,0.050545467,0.0345427428,0.0186058944,0.0157300317,0.0133245852,0.0100365386,0.0080111751,0.0042391043,0.0017001736
0.0325704908,0.0400820819,0.046407452,0.0546724439,0.0615947402,0.0593252791,0.0584818861,0.0560239544,0.054282929,0.0373437444,0.0197064704,0.0172264572,0.0146778148,0.0116207771,0.0091350429,0.0043728071,0.0017022799
0.0329015248,0.03410044,0.0370520945,0.0437529978,0.0537809108,0.0565065635,0.0556719584,0.0566496365,0.0549201369,0.0381118058,0.0198153651,0.0176420665,0.0149904084,0.0111885106,0.0086694671,0.0044675247,0.0017045266
0.0329897634,0.0366528926,0.0421704809,0.0514973126,0.0573583381,0.0612873643,0.0643008467,0.0681256688,0.0679186292,0.0479532437,0.0262206859,0.022739071,0.0191236415,0.0141983599,0.0098125245,0.0045326718,0.0017096061
0.0333874907,0.0376327556,0.0397547343,0.0464275914,0.0545188637,0.0550548677,0.0617416824,0.0603829721,0.0614054427,0.0426757395,0.0228164725,0.0200830107,0.0174205458,0.0129131161,0.0096349761,0.0045617009,0.0017069834
0.0336027021,0.0354117815,0.0379033669,0.0457664532,0.0538612463,0.0533028717,0.054021017,0.0495166842,0.0465773708,0.0318429008,0.0193219845,0.0167530388,0.0140157918,0.0111822832,0.0086757094,0.0043807864,0.0017061175
0.0349057359,0.0384381192,0.0416362238,0.0479973877,0.0580048292,0.0609747158,0.0640186496,0.0582826465,0.0551049918,0.0381992834,0.0209914859,0.0188775169,0.016736245,0.0125559257,0.0095883006,0.0046645729,0.0017126543
