400,404.0404040404,408.0808080808,412.1212121212,416.1616161616,420.202020202,424.2424242424,428.2828282828,432.3232323232,436.3636363636,440.404040404,444.4444444444,448.4848484848,452.5252525253,456.5656565657,460.6060606061,464.6464646465,468.6868686869,472.7272727273,476.7676767677,480.8080808081,484.8484848485,488.8888888889,492.9292929293,496.9696969697,501.0101010101,505.0505050505,509.0909090909,513.1313131313,517.1717171717,521.2121212121,525.2525252525,529.2929292929,533.3333333333,537.3737373737,541.4141414141,545.4545454545,549.494949495,553.5353535354,557.5757575758,561.6161616162,565.6565656566,569.696969697,573.7373737374,577.7777777778,581.8181818182,585.8585858586,589.898989899,593.9393939394,597.9797979798,602.0202020202,606.0606060606,610.101010101,614.1414141414,618.1818181818,622.2222222222,626.2626262626,630.303030303,634.3434343434,638.3838383838,642.4242424242,646.4646464646,650.5050505051,654.5454545455,658.5858585859,662.6262626263,666.6666666667,670.7070707071,674.7474747475,678.7878787879,682.8282828283,686.8686868687,690.9090909091,694.9494949495,698.9898989899,703.0303030303,707.0707070707,711.1111111111,715.1515151515,719.1919191919,723.2323232323,727.2727272727,731.3131313131,735.3535353535,739.3939393939,743.4343434343,747.4747474747,751.5151515152,755.5555555556,759.595959596,763.6363636364,767.6767676768,771.7171717172,775.7575757576,779.797979798,783.8383838384,787.8787878788,791.9191919192,795.9595959596,800
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
