4.100000000000000000e+02,4.300000000000000000e+02,4.500000000000000000e+02,4.700000000000000000e+02,4.900000000000000000e+02,5.100000000000000000e+02,5.300000000000000000e+02,5.500000000000000000e+02,5.700000000000000000e+02,5.900000000000000000e+02,6.100000000000000000e+02,6.300000000000000000e+02,6.500000000000000000e+02,6.700000000000000000e+02,6.900000000000000000e+02,7.100000000000000000e+02,7.300000000000000000e+02
3.811440957887794051e-02,4.397919919886251333e-02,4.773007508063344118e-02,5.352016694014374160e-02,5.917766262518932979e-02,5.901052704902332718e-02,6.286799767132612848e-02,6.486449355602992572e-02,6.205520454963854571e-02,4.032342141801382313e-02,2.130770231078716812e-02,1.838902353761127581e-02,1.597912988108437377e-02,1.180355187993043821e-02,9.558330049559629268e-03,4.607555373496190730e-03,1.716329154728150376e-03
4.178790157321904397e-02,4.482989152379648901e-02,4.617428835918101909e-02,5.331929733231532270e-02,5.942930338389149081e-02,6.511212565820334586e-02,6.584268132079981739e-02,6.550696606498204733e-02,6.035297702420192034e-02,4.200683917222477332e-02,2.346542799773993285e-02,2.061564237188973081e-02,1.746562036837482138e-02,1.269173290518644213e-02,9.851284379612960940e-03,4.741472879797339196e-03,1.722654997000930928e-03
4.453781123136032333e-02,4.855010592648401069e-02,5.620492094514562692e-02,6.405397018449084101e-02,7.587442246074822816e-02,7.854254110484608364e-02,8.134143531144119588e-02,7.888675816363915905e-02,7.502237604898168155e-02,4.991286622161615616e-02,2.649599858856103649e-02,2.290163282351024079e-02,1.853125345645772332e-02,1.416953029585131182e-02,1.105212960008584815e-02,4.923482439022887347e-03,1.727172680672728593e-03
4.136197487556094593e-02,4.676161846623203694e-02,5.183662402656948054e-02,6.108297782306562618e-02,6.663917548086217835e-02,6.290373958618364347e-02,6.652668147609976101e-02,6.494314345699679636e-02,6.463094737742065832e-02,4.396421198512253520e-02,2.310143415819356644e-02,2.058832392321513841e-02,1.700223400629889692e-02,1.305267827312012706e-02,1.019839932431308369e-02,4.838982376249982044e-03,1.720661831198110189e-03
4.447732794038369852e-02,5.122919621525332673e-02,5.651655442144128821e-02,6.985691744184212293e-02,7.894688565394193669e-02,7.620022240073838493e-02,7.863497718373620160e-02,7.360322073040870272e-02,7.443531407866625649e-02,4.865106857388951100e-02,2.628590856792764260e-02,2.256212799762303406e-02,1.958273145260699954e-02,1.454652886946004517e-02,1.153022634945085820e-02,5.014607538671370449e-03,1.730078333364120508e-03
4.188978097165003966e-02,4.602353151334338116e-02,4.746710689030592123e-02,5.442761269598726803e-02,6.597190097551346166e-02,6.510801224296244860e-02,6.291514665717846955e-02,6.259427843330518659e-02,5.933705118261406453e-02,3.936985890933178411e-02,2.306390590058867568e-02,1.945573219074608548e-02,1.580805809942809059e-02,1.223532470493831660e-02,1.009029823598086260e-02,4.710307357630135090e-03,1.721358910515724105e-03
4.971402884873494382e-02,5.452058565714480026e-02,6.156130869878746747e-02,7.209574073974840680e-02,7.857755589029058463e-02,7.632777074966259900e-02,7.097755279438776321e-02,6.855103714851444596e-02,6.891129340416826676e-02,4.541515149004907159e-02,2.503247034099607624e-02,2.257839138026174544e-02,1.918618692508184884e-02,1.530723174157601341e-02,1.156607921006922932e-02,5.061889907646650519e-03,1.741411340683629962e-03
4.254038950285975174e-02,4.375133778721718852e-02,4.777772032297929183e-02,5.726289656695285335e-02,6.711327592559551691e-02,6.473273971605696120e-02,6.796192739460502064e-02,7.077532581697885961e-02,7.452741780897070845e-02,5.053769145244258604e-02,2.900593748532361710e-02,2.612225342718664176e-02,2.161468063741130152e-02,1.664472590758149517e-02,1.216565579745458071e-02,5.109933959800644875e-03,1.733355376705807398e-03
4.672237533588607244e-02,5.103204927852056372e-02,5.232544753881140237e-02,6.041038398430670364e-02,6.795692191588310893e-02,6.897416171133900764e-02,7.402602605117525325e-02,7.615001215703050275e-02,7.768251465964166880e-02,5.229365019263108177e-02,2.891360511711746004e-02,2.482839404108071191e-02,2.165995576978663878e-02,1.685745067147797344e-02,1.241621998447714655e-02,5.130520084987079399e-03,1.732889503154521997e-03
